filename,fold,target,category,esc10,src_file,take,label
2-110614-A-8.wav,2,8,sheep,False,110614,A,0
5-248341-B-6.wav,5,6,hen,False,248341,B,0
2-87282-A-34.wav,2,34,can_opening,False,87282,A,1
3-158056-B-31.wav,3,31,mouse_click,False,158056,B,0
5-160614-A-48.wav,5,48,fireworks,False,160614,A,0
3-152007-B-20.wav,3,20,crying_baby,True,152007,B,0
5-221568-A-22.wav,5,22,clapping,False,221568,A,0
3-154926-A-40.wav,3,40,helicopter,True,154926,A,0
5-241846-A-15.wav,5,15,water_drops,False,241846,A,1
4-102871-A-42.wav,4,42,siren,False,102871,A,0
4-194754-A-0.wav,4,0,dog,True,194754,A,0
5-177614-A-5.wav,5,5,cat,False,177614,A,0
3-108451-B-17.wav,3,17,pouring_water,False,108451,B,1
5-210612-A-37.wav,5,37,clock_alarm,False,210612,A,0
1-75162-A-9.wav,1,9,crow,False,75162,A,0
1-56907-A-46.wav,1,46,church_bells,False,56907,A,0
2-128465-A-43.wav,2,43,car_horn,False,128465,A,0
1-85362-A-0.wav,1,0,dog,True,85362,A,0
5-232816-A-23.wav,5,23,breathing,False,232816,A,0
2-99955-C-7.wav,2,7,insects,False,99955,C,0
2-188822-D-40.wav,2,40,helicopter,True,188822,D,0
3-159346-B-36.wav,3,36,vacuum_cleaner,False,159346,B,1
5-204352-A-13.wav,5,13,crickets,False,204352,A,0
1-25777-A-48.wav,1,48,fireworks,False,25777,A,0
5-194899-A-3.wav,5,3,cow,False,194899,A,0
2-96460-A-1.wav,2,1,rooster,True,96460,A,0
2-88724-A-38.wav,2,38,clock_tick,True,88724,A,0
4-175855-A-43.wav,4,43,car_horn,False,175855,A,0
5-195518-A-7.wav,5,7,insects,False,195518,A,0
4-133047-B-5.wav,4,5,cat,False,133047,B,0
2-188822-C-40.wav,2,40,helicopter,True,188822,C,0
1-63679-A-24.wav,1,24,coughing,False,63679,A,0
3-58772-A-42.wav,3,42,siren,False,58772,A,0
1-13571-A-46.wav,1,46,church_bells,False,13571,A,0
3-142349-A-17.wav,3,17,pouring_water,False,142349,A,1
5-195710-A-10.wav,5,10,rain,True,195710,A,0
1-52266-A-24.wav,1,24,coughing,False,52266,A,0
3-119120-C-48.wav,3,48,fireworks,False,119120,C,0
3-115387-C-47.wav,3,47,airplane,False,115387,C,0
2-119102-A-21.wav,2,21,sneezing,True,119102,A,0
3-108160-A-23.wav,3,23,breathing,False,108160,A,0
2-87780-A-33.wav,2,33,door_wood_creaks,False,87780,A,0
1-9886-A-49.wav,1,49,hand_saw,False,9886,A,0
3-118658-A-41.wav,3,41,chainsaw,True,118658,A,0
4-251645-A-49.wav,4,49,hand_saw,False,251645,A,0
5-251971-A-47.wav,5,47,airplane,False,251971,A,0
3-203375-A-39.wav,3,39,glass_breaking,False,203375,A,1
5-181766-A-10.wav,5,10,rain,True,181766,A,0
1-31482-A-42.wav,1,42,siren,False,31482,A,0
5-202220-A-21.wav,5,21,sneezing,True,202220,A,0
4-59579-A-20.wav,4,20,crying_baby,True,59579,A,0
2-72970-A-10.wav,2,10,rain,True,72970,A,0
5-254160-A-22.wav,5,22,clapping,False,254160,A,0
5-194932-A-7.wav,5,7,insects,False,194932,A,0
4-171823-A-13.wav,4,13,crickets,False,171823,A,0
4-195305-A-31.wav,4,31,mouse_click,False,195305,A,0
3-155130-A-43.wav,3,43,car_horn,False,155130,A,0
5-221878-A-34.wav,5,34,can_opening,False,221878,A,1
1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A,1
3-100024-A-27.wav,3,27,brushing_teeth,False,100024,A,1
2-37870-A-2.wav,2,2,pig,False,37870,A,0
3-104761-A-7.wav,3,7,insects,False,104761,A,0
1-18527-B-44.wav,1,44,engine,False,18527,B,0
2-103426-A-3.wav,2,3,cow,False,103426,A,0
1-31836-A-4.wav,1,4,frog,False,31836,A,0
5-177957-C-40.wav,5,40,helicopter,True,177957,C,0
3-142593-A-38.wav,3,38,clock_tick,True,142593,A,0
2-82455-A-23.wav,2,23,breathing,False,82455,A,0
2-157488-A-6.wav,2,6,hen,False,157488,A,0
4-204777-C-39.wav,4,39,glass_breaking,False,204777,C,1
2-100648-A-43.wav,2,43,car_horn,False,100648,A,0
1-96890-A-37.wav,1,37,clock_alarm,False,96890,A,0
5-263490-A-25.wav,5,25,footsteps,False,263490,A,0
3-87936-B-46.wav,3,46,church_bells,False,87936,B,0
1-80840-A-13.wav,1,13,crickets,False,80840,A,0
3-121348-A-9.wav,3,9,crow,False,121348,A,0
2-141682-B-36.wav,2,36,vacuum_cleaner,False,141682,B,1
1-208757-A-2.wav,1,2,pig,False,208757,A,0
3-171937-A-34.wav,3,34,can_opening,False,171937,A,1
5-223810-A-35.wav,5,35,washing_machine,False,223810,A,1
1-54065-B-45.wav,1,45,train,False,54065,B,0
4-200330-A-6.wav,4,6,hen,False,200330,A,0
5-243773-B-44.wav,5,44,engine,False,243773,B,0
5-185908-A-18.wav,5,18,toilet_flush,False,185908,A,1
1-27166-A-35.wav,1,35,washing_machine,False,27166,A,1
4-157296-A-24.wav,4,24,coughing,False,157296,A,0
3-151557-A-28.wav,3,28,snoring,False,151557,A,0
4-188703-B-8.wav,4,8,sheep,False,188703,B,0
5-198411-E-20.wav,5,20,crying_baby,True,198411,E,0
5-203128-A-0.wav,5,0,dog,True,203128,A,0
3-174840-A-43.wav,3,43,car_horn,False,174840,A,0
5-234145-A-28.wav,5,28,snoring,False,234145,A,0
5-237795-A-34.wav,5,34,can_opening,False,237795,A,1
2-54962-A-23.wav,2,23,breathing,False,54962,A,0
3-134699-C-16.wav,3,16,wind,False,134699,C,0
5-243025-A-25.wav,5,25,footsteps,False,243025,A,0
4-119648-C-48.wav,4,48,fireworks,False,119648,C,0
4-189332-A-37.wav,4,37,clock_alarm,False,189332,A,0
4-167155-A-32.wav,4,32,keyboard_typing,False,167155,A,0
4-216349-A-34.wav,4,34,can_opening,False,216349,A,1
2-118104-A-21.wav,2,21,sneezing,True,118104,A,0
5-221950-A-22.wav,5,22,clapping,False,221950,A,0
5-215179-A-13.wav,5,13,crickets,False,215179,A,0
1-38560-A-14.wav,1,14,chirping_birds,False,38560,A,0
2-118817-A-32.wav,2,32,keyboard_typing,False,118817,A,0
2-102414-A-17.wav,2,17,pouring_water,False,102414,A,1
2-118964-A-0.wav,2,0,dog,True,118964,A,0
2-50667-B-41.wav,2,41,chainsaw,True,50667,B,0
4-161103-A-47.wav,4,47,airplane,False,161103,A,0
3-141240-B-44.wav,3,44,engine,False,141240,B,0
1-16568-A-3.wav,1,3,cow,False,16568,A,0
5-215447-A-47.wav,5,47,airplane,False,215447,A,0
1-41615-A-34.wav,1,34,can_opening,False,41615,A,1
2-69131-B-5.wav,2,5,cat,False,69131,B,0
2-114587-A-0.wav,2,0,dog,True,114587,A,0
5-198411-A-20.wav,5,20,crying_baby,True,198411,A,0
4-111671-B-42.wav,4,42,siren,False,111671,B,0
3-144891-B-19.wav,3,19,thunderstorm,False,144891,B,0
5-156026-D-4.wav,5,4,frog,False,156026,D,0
3-156391-A-35.wav,3,35,washing_machine,False,156391,A,1
5-254832-B-15.wav,5,15,water_drops,False,254832,B,1
3-185313-A-31.wav,3,31,mouse_click,False,185313,A,0
2-7321-A-33.wav,2,33,door_wood_creaks,False,7321,A,0
1-60676-A-34.wav,1,34,can_opening,False,60676,A,1
2-56926-A-46.wav,2,46,church_bells,False,56926,A,0
2-139748-B-15.wav,2,15,water_drops,False,139748,B,1
2-120587-A-6.wav,2,6,hen,False,120587,A,0
5-207681-A-24.wav,5,24,coughing,False,207681,A,0
4-172143-A-13.wav,4,13,crickets,False,172143,A,0
5-263775-A-26.wav,5,26,laughing,False,263775,A,0
5-194899-C-3.wav,5,3,cow,False,194899,C,0
4-180337-A-28.wav,4,28,snoring,False,180337,A,0
2-106849-A-47.wav,2,47,airplane,False,106849,A,0
2-166644-A-2.wav,2,2,pig,False,166644,A,0
1-79236-A-36.wav,1,36,vacuum_cleaner,False,79236,A,1
3-143560-A-47.wav,3,47,airplane,False,143560,A,0
1-51436-A-17.wav,1,17,pouring_water,False,51436,A,1
5-198411-F-20.wav,5,20,crying_baby,True,198411,F,0
5-257349-A-15.wav,5,15,water_drops,False,257349,A,1
2-117615-C-48.wav,2,48,fireworks,False,117615,C,0
2-103428-A-3.wav,2,3,cow,False,103428,A,0
2-81270-A-1.wav,2,1,rooster,True,81270,A,0
1-75189-A-7.wav,1,7,insects,False,75189,A,0
4-186938-A-44.wav,4,44,engine,False,186938,A,0
3-130998-A-28.wav,3,28,snoring,False,130998,A,0
2-134700-A-38.wav,2,38,clock_tick,True,134700,A,0
4-125929-A-40.wav,4,40,helicopter,True,125929,A,0
3-257858-A-2.wav,3,2,pig,False,257858,A,0
4-198360-A-49.wav,4,49,hand_saw,False,198360,A,0
5-253094-D-49.wav,5,49,hand_saw,False,253094,D,0
1-96950-A-9.wav,1,9,crow,False,96950,A,0
3-155568-A-32.wav,3,32,keyboard_typing,False,155568,A,0
1-202111-A-3.wav,1,3,cow,False,202111,A,0
2-91912-A-33.wav,2,33,door_wood_creaks,False,91912,A,0
1-223162-A-25.wav,1,25,footsteps,False,223162,A,0
1-64398-A-41.wav,1,41,chainsaw,True,64398,A,0
1-51805-H-33.wav,1,33,door_wood_creaks,False,51805,H,0
4-199261-A-0.wav,4,0,dog,True,199261,A,0
1-16746-A-15.wav,1,15,water_drops,False,16746,A,1
3-118059-A-18.wav,3,18,toilet_flush,False,118059,A,1
2-141563-A-39.wav,2,39,glass_breaking,False,141563,A,1
2-134915-A-30.wav,2,30,door_wood_knock,False,134915,A,0
3-132830-A-32.wav,3,32,keyboard_typing,False,132830,A,0
2-102414-G-17.wav,2,17,pouring_water,False,102414,G,1
3-144891-A-19.wav,3,19,thunderstorm,False,144891,A,0
2-104105-B-19.wav,2,19,thunderstorm,False,104105,B,0
3-152020-C-36.wav,3,36,vacuum_cleaner,False,152020,C,1
2-18766-A-12.wav,2,12,crackling_fire,True,18766,A,1
4-144083-A-16.wav,4,16,wind,False,144083,A,0
3-126391-B-27.wav,3,27,brushing_teeth,False,126391,B,1
4-198965-A-38.wav,4,38,clock_tick,True,198965,A,0
1-46938-B-7.wav,1,7,insects,False,46938,B,0
4-160999-A-10.wav,4,10,rain,True,160999,A,0
3-164216-A-6.wav,3,6,hen,False,164216,A,0
1-27405-A-28.wav,1,28,snoring,False,27405,A,0
5-234879-B-1.wav,5,1,rooster,True,234879,B,0
4-156843-A-21.wav,4,21,sneezing,True,156843,A,0
5-198278-A-7.wav,5,7,insects,False,198278,A,0
4-185619-A-21.wav,4,21,sneezing,True,185619,A,0
2-28314-B-12.wav,2,12,crackling_fire,True,28314,B,1
3-141684-A-21.wav,3,21,sneezing,True,141684,A,0
1-36929-A-47.wav,1,47,airplane,False,36929,A,0
3-132852-A-10.wav,3,10,rain,True,132852,A,0
2-59566-A-46.wav,2,46,church_bells,False,59566,A,0
1-88409-B-45.wav,1,45,train,False,88409,B,0
1-172649-E-40.wav,1,40,helicopter,True,172649,E,0
5-205898-A-40.wav,5,40,helicopter,True,205898,A,0
4-174860-A-3.wav,4,3,cow,False,174860,A,0
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A,0
3-253084-D-2.wav,3,2,pig,False,253084,D,0
2-153388-A-31.wav,2,31,mouse_click,False,153388,A,0
3-136451-A-45.wav,3,45,train,False,136451,A,0
2-102414-B-17.wav,2,17,pouring_water,False,102414,B,1
3-145774-A-12.wav,3,12,crackling_fire,True,145774,A,1
5-221529-A-39.wav,5,39,glass_breaking,False,221529,A,1
1-51170-A-18.wav,1,18,toilet_flush,False,51170,A,1
2-132157-A-11.wav,2,11,sea_waves,True,132157,A,0
4-198025-A-23.wav,4,23,breathing,False,198025,A,0
1-85123-A-31.wav,1,31,mouse_click,False,85123,A,0
2-104877-A-3.wav,2,3,cow,False,104877,A,0
3-178096-A-6.wav,3,6,hen,False,178096,A,0
1-72229-B-6.wav,1,6,hen,False,72229,B,0
2-93030-A-21.wav,2,21,sneezing,True,93030,A,0
5-216370-A-41.wav,5,41,chainsaw,True,216370,A,0
4-187769-A-14.wav,4,14,chirping_birds,False,187769,A,0
2-122066-B-45.wav,2,45,train,False,122066,B,0
5-160614-C-48.wav,5,48,fireworks,False,160614,C,0
4-193480-B-40.wav,4,40,helicopter,True,193480,B,0
3-132340-A-37.wav,3,37,clock_alarm,False,132340,A,0
3-92637-A-18.wav,3,18,toilet_flush,False,92637,A,1
2-139749-A-15.wav,2,15,water_drops,False,139749,A,1
2-102435-A-37.wav,2,37,clock_alarm,False,102435,A,0
3-125548-A-32.wav,3,32,keyboard_typing,False,125548,A,0
1-19111-A-24.wav,1,24,coughing,False,19111,A,0
2-182508-A-8.wav,2,8,sheep,False,182508,A,0
3-187549-A-6.wav,3,6,hen,False,187549,A,0
4-183882-B-28.wav,4,28,snoring,False,183882,B,0
2-158746-B-2.wav,2,2,pig,False,158746,B,0
4-171396-A-24.wav,4,24,coughing,False,171396,A,0
2-79769-A-26.wav,2,26,laughing,False,79769,A,0
1-48413-A-38.wav,1,38,clock_tick,True,48413,A,0
3-152020-B-36.wav,3,36,vacuum_cleaner,False,152020,B,1
1-57316-A-13.wav,1,13,crickets,False,57316,A,0
1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,0
3-127874-A-17.wav,3,17,pouring_water,False,127874,A,1
2-117615-D-48.wav,2,48,fireworks,False,117615,D,0
3-70962-A-4.wav,3,4,frog,False,70962,A,0
5-191131-A-40.wav,5,40,helicopter,True,191131,A,0
4-165813-A-19.wav,4,19,thunderstorm,False,165813,A,0
3-197435-A-22.wav,3,22,clapping,False,197435,A,0
2-135649-C-45.wav,2,45,train,False,135649,C,0
2-184077-A-49.wav,2,49,hand_saw,False,184077,A,0
1-52323-A-24.wav,1,24,coughing,False,52323,A,0
3-133977-A-29.wav,3,29,drinking_sipping,False,133977,A,1
1-172649-F-40.wav,1,40,helicopter,True,172649,F,0
1-34119-A-1.wav,1,1,rooster,True,34119,A,0
3-246513-B-16.wav,3,16,wind,False,246513,B,0
5-198891-C-8.wav,5,8,sheep,False,198891,C,0
2-50668-A-41.wav,2,41,chainsaw,True,50668,A,0
5-61635-A-8.wav,5,8,sheep,False,61635,A,0
2-110613-A-13.wav,2,13,crickets,False,110613,A,0
5-251489-A-24.wav,5,24,coughing,False,251489,A,0
1-76831-E-42.wav,1,42,siren,False,76831,E,0
4-126046-A-18.wav,4,18,toilet_flush,False,126046,A,1
5-160614-E-48.wav,5,48,fireworks,False,160614,E,0
3-193767-A-47.wav,3,47,airplane,False,193767,A,0
1-88807-A-39.wav,1,39,glass_breaking,False,88807,A,1
1-54918-A-14.wav,1,14,chirping_birds,False,54918,A,0
4-183882-A-28.wav,4,28,snoring,False,183882,A,0
1-181071-A-40.wav,1,40,helicopter,True,181071,A,0
4-172500-D-27.wav,4,27,brushing_teeth,False,172500,D,1
2-81112-A-34.wav,2,34,can_opening,False,81112,A,1
3-103401-D-33.wav,3,33,door_wood_creaks,False,103401,D,0
4-149294-B-41.wav,4,41,chainsaw,True,149294,B,0
4-250869-A-2.wav,4,2,pig,False,250869,A,0
3-246513-A-16.wav,3,16,wind,False,246513,A,0
4-177250-A-10.wav,4,10,rain,True,177250,A,0
1-77241-A-3.wav,1,3,cow,False,77241,A,0
3-68630-A-40.wav,3,40,helicopter,True,68630,A,0
5-260434-A-39.wav,5,39,glass_breaking,False,260434,A,1
5-237499-A-4.wav,5,4,frog,False,237499,A,0
3-93010-A-18.wav,3,18,toilet_flush,False,93010,A,1
1-56311-A-10.wav,1,10,rain,True,56311,A,0
3-153057-A-43.wav,3,43,car_horn,False,153057,A,0
4-164661-B-12.wav,4,12,crackling_fire,True,164661,B,1
5-260433-A-39.wav,5,39,glass_breaking,False,260433,A,1
2-99796-A-32.wav,2,32,keyboard_typing,False,99796,A,0
4-186936-A-44.wav,4,44,engine,False,186936,A,0
4-161303-A-5.wav,4,5,cat,False,161303,A,0
5-244327-A-34.wav,5,34,can_opening,False,244327,A,1
2-76408-D-22.wav,2,22,clapping,False,76408,D,0
3-152007-C-20.wav,3,20,crying_baby,True,152007,C,0
2-39945-C-19.wav,2,19,thunderstorm,False,39945,C,0
5-198411-D-20.wav,5,20,crying_baby,True,198411,D,0
1-260640-A-2.wav,1,2,pig,False,260640,A,0
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A,1
3-124376-A-3.wav,3,3,cow,False,124376,A,0
1-19898-C-41.wav,1,41,chainsaw,True,19898,C,0
3-154957-A-1.wav,3,1,rooster,True,154957,A,0
2-50774-A-23.wav,2,23,breathing,False,50774,A,0
4-188703-A-8.wav,4,8,sheep,False,188703,A,0
2-72677-A-18.wav,2,18,toilet_flush,False,72677,A,1
5-253101-C-49.wav,5,49,hand_saw,False,253101,C,0
5-181458-A-33.wav,5,33,door_wood_creaks,False,181458,A,0
5-117120-A-42.wav,5,42,siren,False,117120,A,0
2-107351-B-20.wav,2,20,crying_baby,True,107351,B,0
5-208810-B-11.wav,5,11,sea_waves,True,208810,B,0
3-151212-A-24.wav,3,24,coughing,False,151212,A,0
3-118657-A-41.wav,3,41,chainsaw,True,118657,A,0
4-181628-A-17.wav,4,17,pouring_water,False,181628,A,1
1-24796-A-47.wav,1,47,airplane,False,24796,A,0
3-103051-C-19.wav,3,19,thunderstorm,False,103051,C,0
2-59321-A-49.wav,2,49,hand_saw,False,59321,A,0
1-28135-B-11.wav,1,11,sea_waves,True,28135,B,0
3-155577-A-14.wav,3,14,chirping_birds,False,155577,A,0
4-204612-A-31.wav,4,31,mouse_click,False,204612,A,0
2-37806-D-40.wav,2,40,helicopter,True,37806,D,0
3-145487-A-24.wav,3,24,coughing,False,145487,A,0
4-176638-A-43.wav,4,43,car_horn,False,176638,A,0
3-134049-A-1.wav,3,1,rooster,True,134049,A,0
4-205526-B-23.wav,4,23,breathing,False,205526,B,0
2-85139-A-13.wav,2,13,crickets,False,85139,A,0
3-139958-A-37.wav,3,37,clock_alarm,False,139958,A,0
2-110614-B-8.wav,2,8,sheep,False,110614,B,0
2-117795-A-3.wav,2,3,cow,False,117795,A,0
1-30709-A-23.wav,1,23,breathing,False,30709,A,0
1-56269-A-18.wav,1,18,toilet_flush,False,56269,A,1
5-156999-B-19.wav,5,19,thunderstorm,False,156999,B,0
3-155766-A-13.wav,3,13,crickets,False,155766,A,0
4-183992-A-0.wav,4,0,dog,True,183992,A,0
3-142605-A-21.wav,3,21,sneezing,True,142605,A,0
3-129264-A-9.wav,3,9,crow,False,129264,A,0
1-7973-A-7.wav,1,7,insects,False,7973,A,0
1-82817-A-30.wav,1,30,door_wood_knock,False,82817,A,0
3-101381-A-33.wav,3,33,door_wood_creaks,False,101381,A,0
2-106072-A-36.wav,2,36,vacuum_cleaner,False,106072,A,1
5-197118-A-45.wav,5,45,train,False,197118,A,0
4-171706-A-23.wav,4,23,breathing,False,171706,A,0
1-51805-G-33.wav,1,33,door_wood_creaks,False,51805,G,0
4-204123-A-39.wav,4,39,glass_breaking,False,204123,A,1
2-68595-A-15.wav,2,15,water_drops,False,68595,A,1
4-207116-A-23.wav,4,23,breathing,False,207116,A,0
4-178402-A-43.wav,4,43,car_horn,False,178402,A,0
2-117795-B-3.wav,2,3,cow,False,117795,B,0
4-223125-A-14.wav,4,14,chirping_birds,False,223125,A,0
3-105236-A-7.wav,3,7,insects,False,105236,A,0
4-164859-A-1.wav,4,1,rooster,True,164859,A,0
4-176914-A-23.wav,4,23,breathing,False,176914,A,0
4-144085-A-16.wav,4,16,wind,False,144085,A,0
5-245040-A-35.wav,5,35,washing_machine,False,245040,A,1
2-32515-D-4.wav,2,4,frog,False,32515,D,0
5-242932-B-26.wav,5,26,laughing,False,242932,B,0
4-196671-B-8.wav,4,8,sheep,False,196671,B,0
2-110010-A-5.wav,2,5,cat,False,110010,A,0
4-175845-A-43.wav,4,43,car_horn,False,175845,A,0
1-31251-A-6.wav,1,6,hen,False,31251,A,0
2-141681-A-36.wav,2,36,vacuum_cleaner,False,141681,A,1
3-151081-A-20.wav,3,20,crying_baby,True,151081,A,0
2-108017-A-24.wav,2,24,coughing,False,108017,A,0
2-87794-A-24.wav,2,24,coughing,False,87794,A,0
2-106073-A-36.wav,2,36,vacuum_cleaner,False,106073,A,1
2-141682-A-36.wav,2,36,vacuum_cleaner,False,141682,A,1
3-112356-A-18.wav,3,18,toilet_flush,False,112356,A,1
3-160119-A-15.wav,3,15,water_drops,False,160119,A,1
1-44831-A-1.wav,1,1,rooster,True,44831,A,0
5-261439-A-15.wav,5,15,water_drops,False,261439,A,1
4-173865-B-9.wav,4,9,crow,False,173865,B,0
1-96950-B-9.wav,1,9,crow,False,96950,B,0
1-101296-A-19.wav,1,19,thunderstorm,False,101296,A,0
2-70052-B-42.wav,2,42,siren,False,70052,B,0
4-234644-A-2.wav,4,2,pig,False,234644,A,0
3-167096-A-31.wav,3,31,mouse_click,False,167096,A,0
3-126358-B-3.wav,3,3,cow,False,126358,B,0
4-213915-A-3.wav,4,3,cow,False,213915,A,0
4-264453-A-34.wav,4,34,can_opening,False,264453,A,1
2-32834-A-4.wav,2,4,frog,False,32834,A,0
5-234855-A-25.wav,5,25,footsteps,False,234855,A,0
5-141683-A-35.wav,5,35,washing_machine,False,141683,A,1
2-70366-A-33.wav,2,33,door_wood_creaks,False,70366,A,0
2-61311-A-12.wav,2,12,crackling_fire,True,61311,A,1
1-100032-A-0.wav,1,0,dog,True,100032,A,0
5-207836-B-29.wav,5,29,drinking_sipping,False,207836,B,1
4-209536-A-37.wav,4,37,clock_alarm,False,209536,A,0
2-52085-B-4.wav,2,4,frog,False,52085,B,0
3-124376-B-3.wav,3,3,cow,False,124376,B,0
2-99795-A-32.wav,2,32,keyboard_typing,False,99795,A,0
2-95258-B-1.wav,2,1,rooster,True,95258,B,0
1-110389-A-0.wav,1,0,dog,True,110389,A,0
3-164216-C-6.wav,3,6,hen,False,164216,C,0
1-17970-A-4.wav,1,4,frog,False,17970,A,0
1-19898-B-41.wav,1,41,chainsaw,True,19898,B,0
1-19026-A-43.wav,1,43,car_horn,False,19026,A,0
4-189828-A-22.wav,4,22,clapping,False,189828,A,0
3-51909-A-42.wav,3,42,siren,False,51909,A,0
2-107228-B-44.wav,2,44,engine,False,107228,B,0
3-157615-A-10.wav,3,10,rain,True,157615,A,0
2-42101-A-43.wav,2,43,car_horn,False,42101,A,0
3-154926-B-40.wav,3,40,helicopter,True,154926,B,0
5-217186-C-16.wav,5,16,wind,False,217186,C,0
5-117122-A-42.wav,5,42,siren,False,117122,A,0
1-115546-A-48.wav,1,48,fireworks,False,115546,A,0
5-211197-A-24.wav,5,24,coughing,False,211197,A,0
4-212604-B-15.wav,4,15,water_drops,False,212604,B,1
3-181132-A-14.wav,3,14,chirping_birds,False,181132,A,0
2-102852-A-11.wav,2,11,sea_waves,True,102852,A,0
